DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	7q11.23	7	75986787	SRRM3	POR			ENSG00000127948			rs17685-A	rs17685	0	17685	3_prime_UTR_variant	0	0.28	5E-8	7.301029995663981		0.01545	[0.0099-0.021] unit increase	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	10q23.2	10	86555424	WAPL	WAPL-DT - RPL7AP8	ENSG00000227896	ENSG00000230507		30323	75401	rs10887623-G	rs10887623	0	10887623	intergenic_variant	1	0.1	3E-6	5.522878745280337		0.01977	[0.011-0.028] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	10q25.1	10	106994285	NR	SORCS1			ENSG00000108018			rs7919051-A	rs7919051	0	7919051	intron_variant	0	NR	5E-6	5.301029995663981		0.07687	[0.044-0.11] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	6q25.3	6	160082624	NR	IGF2R			ENSG00000197081			rs9457827-A	rs9457827	0	9457827	intron_variant	0	NR	2E-8	7.698970004336019		0.02982	[0.019-0.04] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	2q34	2	210999021	NR	CPS1 - RPS27P10	ENSG00000021826	ENSG00000231017		319914	299920	rs3097415-A	rs3097415	0	3097415	intergenic_variant	1	NR	9E-6	5.045757490560675		0.02733	[0.015-0.039] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	6p21.32	6	33314561	NR	ZBTB22			ENSG00000236104			rs1061801-A	rs1061801	0	1061801	3_prime_UTR_variant	0	NR	3E-6	5.522878745280337		0.01574	[0.0091-0.0224] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	3q28	3	188351542	NR	LPP			ENSG00000145012			rs1403050-G	rs1403050	0	1403050	intron_variant	0	NR	7E-7	6.154901959985743		0.01556	[0.0094-0.0217] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	Xq21.1	X	84568413	NR	HDX - SETP4	ENSG00000165259	ENSG00000237211		65934	186723	rs1158746-C	rs1158746	0	1158746	intergenic_variant	1	NR	3E-6	5.522878745280337		0.01458	[0.0085-0.0207] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	15q13.3	15	31567432	NR	OTUD7A			ENSG00000169918			rs2219507-A	rs2219507	0	2219507	intron_variant	0	NR	7E-6	5.154901959985743		0.0141	[0.008-0.0202] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	3p22.3	3	32838171	NR	TRIM71			ENSG00000206557			rs9832642-G	rs9832642	0	9832642	intron_variant	0	NR	2E-6	5.698970004336019		0.01367	[0.0081-0.0193] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	7q32.2	7	130024472	NR	UBE2H-DT, ZC3HC1			ENSG00000244036, ENSG00000091732			rs1464890-A	rs1464890	0	1464890	missense_variant	0	NR	7E-7	6.154901959985743		0.01271	[0.0077-0.0177] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	2p11.2	2	85587861	NR	VAMP5			ENSG00000168899			rs10206961-A	rs10206961	0	10206961	intron_variant	0	NR	2E-6	5.698970004336019		0.01235	[0.0073-0.0174] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	21q22.3	21	42311295	NR	ABCG1 - TFF3	ENSG00000160179	ENSG00000160180		14051	372	rs225439-A	rs225439	0	225439	intergenic_variant	1	NR	2E-6	5.698970004336019		0.01218	[0.0072-0.0172] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	6p21.2	6	39182322	NR	SAYSD1 - KCNK5	ENSG00000112167	ENSG00000164626		67129	6649	rs1428373-A	rs1428373	0	1428373	intergenic_variant	1	NR	3E-6	5.522878745280337		0.01204	[0.007-0.0171] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	7q31.1	7	110962736	NR	IMMP2L			ENSG00000184903			rs7795011-C	rs7795011	0	7795011	3_prime_UTR_variant	0	NR	6E-6	5.221848749616356		0.01189	[0.0068-0.017] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death)	309,383 European ancestry individuals	NA	3p14.1	3	69038261	NR	TMF1, EOGT-DT			ENSG00000144747, ENSG00000244513			rs9809889-A	rs9809889	0	9809889	intron_variant	0	NR	4E-6	5.3979400086720375		0.01175	[0.0067-0.0168] unit decrease	Illumina [541614]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009447	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	1q31.3	1	197590194	NR	DENND1B			ENSG00000213047			rs6702421-G	rs6702421	0	6702421	intron_variant	0	NR	2E-6	5.698970004336019				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	1q31.3	1	197839648	NR	DENND1B - C1orf53	ENSG00000213047	ENSG00000203724		63952	62982	rs17642632-A	rs17642632	0	17642632	regulatory_region_variant	1	NR	3E-7	6.522878745280337				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	1q32.2	1	207759272	NR	CD46			ENSG00000117335			rs2724387-C	rs2724387	0	2724387	intron_variant	0	NR	2E-6	5.698970004336019				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	2q14.1	2	113209498	NR	PSD4 - PAX8-AS1	ENSG00000125637	ENSG00000189223		102	1923	rs11123169-A	rs11123169	0	11123169	intergenic_variant	1	NR	2E-6	5.698970004336019				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	2q14.1	2	116110062	NR	DPP10 - MTCYBP39	ENSG00000175497	ENSG00000226341		264282	641096	rs7599272-G	rs7599272	0	7599272	intergenic_variant	1	NR	1E-6	6.0				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	3p21.31	3	49754590	IP6K1	IP6K1			ENSG00000176095			rs9872864-G	rs9872864	0	9872864	intron_variant	0	NR	7E-10	9.154901959985743				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	3p21.31	3	49886991	NR	ACTL11P - MST1R	ENSG00000234667	ENSG00000164078		9686	11	rs11713193-A	rs11713193	0	11713193	intergenic_variant	1	NR	2E-7	6.698970004336019				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	3p21.31	3	50172856	NR	SEMA3F			ENSG00000001617			rs1005678-C	rs1005678	0	1005678	intron_variant	0	NR	4E-6	5.3979400086720375				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	4p16.3	4	3337311	NR	RGS12			ENSG00000159788			rs7668784-C	rs7668784	0	7668784	intron_variant	0	NR	7E-7	6.154901959985743				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	6p22.2	6	26159128	NR	H2BC5			ENSG00000158373			rs2183947-G	rs2183947	0	2183947	intron_variant	0	NR	7E-7	6.154901959985743				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	6p22.2	6	26337828	NR	H3C9P - BTN3A2	ENSG00000220875	ENSG00000186470		15536	27331	rs4412193-A	rs4412193	0	4412193	intron_variant	1	NR	1E-7	7.0				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	6p21.33	6	31219298	NR	HCG27 - HLA-C	ENSG00000206344	ENSG00000204525		15330	49451	rs3130467-G	rs3130467	0	3130467	intergenic_variant	1	NR	3E-7	6.522878745280337				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	6p21.33	6	31357279	NR	HLA-B			ENSG00000234745			rs2596487-G	rs2596487	0	2596487	5_prime_UTR_variant	0	NR	6E-6	5.221848749616356				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	12q13.12	12	49594146	NR	PRPF40B, FAM186B, POLR2KP1			ENSG00000110844, ENSG00000135436, ENSG00000258284			rs7965658-G	rs7965658	0	7965658	non_coding_transcript_exon_variant	0	NR	7E-6	5.154901959985743				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	12q24.11	12	110923494	NR	MYL2 - LINC01405	ENSG00000111245	ENSG00000185847		2051	11096	rs12828640-G	rs12828640	0	12828640	intergenic_variant	1	NR	9E-6	5.045757490560675				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	12q24.33	12	132540903	NR	FBRSL1			ENSG00000112787			rs10870464-C	rs10870464	0	10870464	intron_variant	0	NR	6E-6	5.221848749616356				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	13q31.3	13	91184490	NR	LINC00379 - PPIAP23	ENSG00000229557	ENSG00000214178		53083	87591	rs287532-A	rs287532	0	287532	regulatory_region_variant	1	NR	6E-6	5.221848749616356				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	15q21.3	15	58770945	NR	MINDY2-DT			ENSG00000245975			rs17269439-C	rs17269439	0	17269439	non_coding_transcript_exon_variant	0	NR	2E-6	5.698970004336019				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	15q25.1	15	78633093	CHRNA3/5	CHRNB4			ENSG00000117971			rs4887072-A	rs4887072	0	4887072	intron_variant	0	NR	2E-9	8.698970004336019				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	16p13.13	16	12137882	NR	SNX29			ENSG00000048471			rs350281-A	rs350281	0	350281	intron_variant	0	NR	8E-6	5.096910013008056				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	16q22.1	16	68819768	NR	CDH1			ENSG00000039068			rs4783689-G	rs4783689	0	4783689	intron_variant	0	NR	7E-6	5.154901959985743				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	16q22.1	16	68966685	NR	TANGO6			ENSG00000103047			rs193968-G	rs193968	0	193968	intron_variant	0	NR	3E-6	5.522878745280337				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA				NR							im:82666648-A	im:82666648	0			1	NR	6E-6	5.221848749616356				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	17q21.32	17	49029516	NR	IGF2BP1			ENSG00000159217			rs9899580-A	rs9899580	0	9899580	intron_variant	0	NR	6E-6	5.221848749616356				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (mother's age at death or mother's attained age)	up to 699,000 individuals	NA	17q22	17	53868086	NR	KIF2B - ISCA1P3	ENSG00000141200	ENSG00000261965		42893	609710	rs8079585-G	rs8079585	0	8079585	intron_variant	1	NR	8E-6	5.096910013008056				Illumina [458525]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009449	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	9p22.3	9	15830508	NR	CCDC171			ENSG00000164989			rs4741545-A	rs4741545	0	4741545	intron_variant	0	NR	3E-6	5.522878745280337				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA				NR							im:22100176-C	im:22100176	0			1	NR	2E-28	27.69897000433602				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	10p11.23	10	30017875	NR	JCAD			ENSG00000165757			rs2478839-G	rs2478839	0	2478839	3_prime_UTR_variant	0	NR	4E-6	5.3979400086720375				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	12p12.2	12	20429717	NR	PDE3A			ENSG00000172572			rs12369443-A	rs12369443	0	12369443	intron_variant	0	NR	1E-6	6.0				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	13q34	13	110195399	NR	COL4A1			ENSG00000187498			rs12184772-A	rs12184772	0	12184772	intron_variant	0	NR	8E-8	7.096910013008056				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	6p21.32	6	33314561	NR	ZBTB22			ENSG00000236104			rs1061801-G	rs1061801	0	1061801	3_prime_UTR_variant	0	NR	2E-6	5.698970004336019				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	6p21.2	6	37516032	NR	LINC02520			ENSG00000204110			rs1757188-G	rs1757188	0	1757188	intron_variant	0	NR	7E-8	7.154901959985743				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
2020-01-17	31484785	Wright KM	2019-09-04	G3 (Bethesda)	www.ncbi.nlm.nih.gov/pubmed/31484785	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	Parental longevity (father's age at death or father's attained age)	up to 699,000 European ancestry individuals	NA	6q14.1	6	78965212	NR	PHIP			ENSG00000146247			rs10943608-A	rs10943608	0	10943608	intron_variant	0	NR	9E-6	5.045757490560675				Illumina [458865]	N	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST009450	Genome-wide genotyping array
